UAR Code,Principal / Duplicate
TNS_3212_I,DUPLICATE
TNS_3213_I,DUPLICATE
TNS_3214_I,DUPLICATE
TNS_3215_V,DUPLICATE
TNS_3216_V,DUPLICATE
TNS_3217_V,DUPLICATE
TNS_3218_V,DUPLICATE
TNS_3219_V,DUPLICATE
TNS_3220_V,DUPLICATE
TNS_3221_I,DUPLICATE
TNS_3222_V,DUPLICATE
TNS_3223_V,DUPLICATE
TNS_3224_V,DUPLICATE
TNS_3225_I,DUPLICATE
TNS_3226_I,DUPLICATE
TNS_3227_V,DUPLICATE
TNS_3228_I,DUPLICATE
TNS_3229_I,DUPLICATE
TNS_3230_V,DUPLICATE
TNS_3231_V,DUPLICATE
TNS_3232_V,DUPLICATE
TNS_3233_V,DUPLICATE
TNS_3234_V,DUPLICATE
TNS_3235_V,DUPLICATE
TNS_3236_V,DUPLICATE
TNS_3237_V,DUPLICATE
TNS_3238_V,DUPLICATE
TNS_3239_V,DUPLICATE
TNS_3240_V,DUPLICATE
TNS_3241_V,DUPLICATE
TNS_3242_V,DUPLICATE
TNS_3243_V,DUPLICATE
TNS_3244_V,DUPLICATE
TNS_3245_V,DUPLICATE
TNS_3246_V,DUPLICATE
TNS_3247_V,DUPLICATE
TNS_3248_V,DUPLICATE
TNS_3249_V,DUPLICATE
TNS_3250_V,DUPLICATE
TNS_3251_V,DUPLICATE
TNS_3252_V,DUPLICATE
TNS_3253_I,DUPLICATE
TNS_3254_I,DUPLICATE
TNS_3255_I,DUPLICATE
TNS_3256_I,DUPLICATE
TNS_3257_V,DUPLICATE
TNS_3258_V,DUPLICATE
TNS_3259_V,DUPLICATE
TNS_3260_V,DUPLICATE
TNS_3261_V,DUPLICATE
TNS_3262_V,DUPLICATE
TNS_3263_V,DUPLICATE
TNS_3264_V,DUPLICATE
TNS_3265_I,DUPLICATE
TNS_3266_I,DUPLICATE
TNS_3267_I,DUPLICATE
TNS_3268_V,DUPLICATE
TNS_3269_V,DUPLICATE
TNS_3270_V,DUPLICATE
TNS_3271_V,DUPLICATE
TNS_3272_V,DUPLICATE
TNS_3273_V,DUPLICATE
TNS_3274_V,DUPLICATE
TNS_3275_V,DUPLICATE
TNS_3276_V,DUPLICATE
TNS_3277_V,DUPLICATE
TNS_3278_V,DUPLICATE
TNS_3279_I,DUPLICATE
TNS_3280_I,DUPLICATE
TNS_3281_I,DUPLICATE
TNS_3282_I,DUPLICATE
TNS_3283_I,DUPLICATE
TNS_3284_I,DUPLICATE
TNS_3285_I,DUPLICATE
TNS_3286_I,DUPLICATE
TNS_3287_I,DUPLICATE
TNS_3288_I,DUPLICATE
TNS_3289_I,DUPLICATE
TNS_3290_I,DUPLICATE
TNS_3291_I,DUPLICATE
TNS_3292_I,DUPLICATE
TNS_3293_V,DUPLICATE
TNS_3294_I,DUPLICATE
TNS_3295_I,DUPLICATE
TNS_3296_I,DUPLICATE
TNS_3297_V,DUPLICATE
TNS_3298_V,DUPLICATE
TNS_3299_V,DUPLICATE
TNS_3300_I,DUPLICATE
TNS_3301_V,DUPLICATE
TNS_3302_I,DUPLICATE
TNS_3303_V,DUPLICATE
TNS_3304_I,DUPLICATE
TNS_3305_I,DUPLICATE
TNS_3306_V,DUPLICATE
TNS_3307_V,DUPLICATE
TNS_3308_V,DUPLICATE
TNS_3309_V,DUPLICATE
TNS_3310_V,DUPLICATE
TNS_3311_V,DUPLICATE
TNS_3312_V,DUPLICATE
TNS_3313_V,DUPLICATE
TNS_3314_V,DUPLICATE
TNS_3315_V,DUPLICATE
TNS_3316_V,DUPLICATE
TNS_3317_V,DUPLICATE
TNS_3318_V,DUPLICATE
TNS_3319_V,DUPLICATE
TNS_3320_V,DUPLICATE
TNS_3321_V,DUPLICATE
TNS_3322_V,DUPLICATE
TNS_3323_V,DUPLICATE
TNS_3324_V,DUPLICATE
TNS_3325_V,DUPLICATE
TNS_3326_V,DUPLICATE
TNS_3327_V,DUPLICATE
TNS_3328_V,DUPLICATE
TNS_3329_V,DUPLICATE
TNS_3330_V,DUPLICATE
TNS_3331_V,DUPLICATE
TNS_3332_V,DUPLICATE
TNS_3333_V,DUPLICATE
TNS_3334_V,DUPLICATE
TNS_3335_V,DUPLICATE
TNS_3336_V,DUPLICATE
TNS_3337_V,DUPLICATE
TNS_3338_V,DUPLICATE
TNS_3339_V,DUPLICATE
TNS_3340_V,DUPLICATE
TNS_3341_V,DUPLICATE
TNS_3342_V,DUPLICATE
TNS_3343_V,DUPLICATE
TNS_3344_V,DUPLICATE
TNS_3345_V,DUPLICATE
TNS_3346_V,DUPLICATE
TNS_3347_V,DUPLICATE
TNS_3348_V,DUPLICATE
TNS_3349_V,DUPLICATE
TNS_3350_V,DUPLICATE
TNS_3351_V,DUPLICATE
TNS_3352_V,DUPLICATE
TNS_3353_V,DUPLICATE
TNS_3354_I,DUPLICATE
TNS_3355_I,DUPLICATE
TNS_3356_V,DUPLICATE
TNS_3357_I,DUPLICATE
TNS_3358_I,DUPLICATE
TNS_3359_V,DUPLICATE
TNS_3360_V,DUPLICATE
TNS_3361_V,DUPLICATE
TNS_3362_V,DUPLICATE
TNS_3363_V,DUPLICATE
TNS_3364_V,DUPLICATE
TNS_3365_V,DUPLICATE
TNS_3366_I,DUPLICATE
TNS_3367_I,DUPLICATE
TNS_3368_I,DUPLICATE
TNS_3369_I,DUPLICATE
TNS_3370_A,DUPLICATE
TNS_3371_A,DUPLICATE
TNS_3372_A,DUPLICATE
TNS_3373_A,DUPLICATE
TNS_3374_V,DUPLICATE
TNS_3375_V,DUPLICATE
TNS_3376_V,DUPLICATE
TNS_3377_V,DUPLICATE
TNS_3378_V,DUPLICATE
TNS_3379_V,DUPLICATE
TNS_3380_V,DUPLICATE
TNS_3381_V,DUPLICATE
TNS_3382_V,DUPLICATE
TNS_3383_I,DUPLICATE
TNS_3384_I,DUPLICATE
TNS_3385_I,DUPLICATE
TNS_3386_I,DUPLICATE
TNS_3387_I,DUPLICATE
TNS_3388_I,DUPLICATE
TNS_3389_I,DUPLICATE
TNS_3390_V,DUPLICATE
TNS_3391_I,DUPLICATE
TNS_3392_I,DUPLICATE
TNS_3393_V,DUPLICATE
TNS_3394_V,DUPLICATE
TNS_3395_V,DUPLICATE
TNS_3396_V,DUPLICATE
TNS_3397_V,DUPLICATE
TNS_3398_V,DUPLICATE
TNS_3399_V,DUPLICATE
TNS_3400_I,DUPLICATE
TNS_3401_I,DUPLICATE
TNS_3402_I,DUPLICATE
TNS_3403_I,DUPLICATE
TNS_3404_I,DUPLICATE
TNS_3405_I,DUPLICATE
TNS_3406_I,DUPLICATE
TNS_3407_I,DUPLICATE
TNS_3408_I,DUPLICATE
TNS_3409_I,DUPLICATE
TNS_3410_I,DUPLICATE
TNS_3411_I,DUPLICATE
TNS_3412_I,DUPLICATE
TNS_3413_I,DUPLICATE
TNS_3414_I,DUPLICATE
TNS_3415_I,DUPLICATE
TNS_3416_I,DUPLICATE
TNS_3417_I,DUPLICATE
TNS_3418_I,DUPLICATE
TNS_3419_I,DUPLICATE
TNS_3420_I,DUPLICATE
TNS_3421_I,DUPLICATE
TNS_3422_I,DUPLICATE
TNS_3423_I,DUPLICATE
TNS_3424_I,DUPLICATE
TNS_3425_I,DUPLICATE
TNS_3426_I,DUPLICATE
TNS_3427_I,DUPLICATE
TNS_3428_I,DUPLICATE
TNS_3429_I,DUPLICATE
TNS_3430_I,DUPLICATE
TNS_3431_I,DUPLICATE
TNS_3432_I,DUPLICATE
TNS_3433_I,DUPLICATE
TNS_3434_I,DUPLICATE
TNS_3435_I,DUPLICATE
TNS_3436_I,DUPLICATE
TNS_3437_I,DUPLICATE
TNS_3438_I,DUPLICATE
TNS_3439_I,DUPLICATE
TNS_3440_I,DUPLICATE
TNS_3441_I,DUPLICATE
TNS_3442_I,DUPLICATE
TNS_3443_I,DUPLICATE
TNS_3444_I,DUPLICATE
TNS_3445_I,DUPLICATE
TNS_3446_I,DUPLICATE
TNS_3447_I,DUPLICATE
TNS_3448_I,DUPLICATE
TNS_3449_I,DUPLICATE
TNS_3450_I,DUPLICATE
TNS_3451_I,DUPLICATE
TNS_3452_I,DUPLICATE
TNS_3453_I,DUPLICATE
TNS_3454_I,DUPLICATE
TNS_3455_I,DUPLICATE
TNS_3456_V,DUPLICATE
TNS_3457_V,DUPLICATE
TNS_3458_V,DUPLICATE
TNS_3459_V,DUPLICATE
TNS_3460_V,DUPLICATE
TNS_3461_V,DUPLICATE
TNS_3462_V,DUPLICATE
TNS_3463_V,DUPLICATE
TNS_3464_V,DUPLICATE
TNS_3465_V,DUPLICATE
TNS_3466_V,DUPLICATE
TNS_3467_V,DUPLICATE
TNS_3468_V,DUPLICATE
TNS_3469_V,DUPLICATE
TNS_3470_V,DUPLICATE
TNS_3471_V,DUPLICATE
TNS_3472_V,DUPLICATE
TNS_3473_V,DUPLICATE
TNS_3474_V,DUPLICATE
TNS_3475_V,DUPLICATE
TNS_3476_V,DUPLICATE
TNS_3477_V,DUPLICATE
TNS_3478_V,DUPLICATE
TNS_3479_V,DUPLICATE
TNS_3480_V,DUPLICATE
TNS_3481_V,DUPLICATE
TNS_3482_V,DUPLICATE
TNS_3483_V,DUPLICATE
TNS_3484_V,DUPLICATE
TNS_3485_V,DUPLICATE
TNS_3486_V,DUPLICATE
TNS_3487_V,DUPLICATE
TNS_3488_V,DUPLICATE
TNS_3489_V,DUPLICATE
TNS_3490_V,DUPLICATE
TNS_3491_V,DUPLICATE
TNS_3492_V,DUPLICATE
TNS_3493_V,DUPLICATE
TNS_3494_V,DUPLICATE
TNS_3495_V,DUPLICATE
TNS_3496_V,DUPLICATE
TNS_3497_V,DUPLICATE
TNS_3498_V,DUPLICATE
TNS_3499_V,DUPLICATE
TNS_3500_V,DUPLICATE
TNS_3501_V,DUPLICATE
TNS_3502_V,DUPLICATE
TNS_3503_V,DUPLICATE
TNS_3504_V,DUPLICATE
TNS_3505_V,DUPLICATE
TNS_3506_V,DUPLICATE
TNS_3507_V,DUPLICATE
TNS_3508_V,DUPLICATE
TNS_3509_V,DUPLICATE
TNS_3510_V,DUPLICATE
TNS_3511_V,DUPLICATE
TNS_3512_V,DUPLICATE
TNS_3513_V,DUPLICATE
TNS_3514_V,DUPLICATE
TNS_3515_V,DUPLICATE
TNS_3516_V,DUPLICATE
TNS_3517_V,DUPLICATE
TNS_3518_V,DUPLICATE
TNS_3519_V,DUPLICATE
TNS_3520_V,DUPLICATE
TNS_3521_V,DUPLICATE
TNS_3522_V,DUPLICATE
TNS_3523_V,DUPLICATE
TNS_3524_V,DUPLICATE
TNS_3525_V,DUPLICATE
TNS_3526_V,DUPLICATE
TNS_3527_V,DUPLICATE
TNS_3528_V,DUPLICATE
TNS_3529_V,DUPLICATE
TNS_3530_V,DUPLICATE
TNS_3531_V,DUPLICATE
TNS_3532_V,DUPLICATE
TNS_3533_V,DUPLICATE
TNS_3534_V,DUPLICATE
TNS_3535_V,DUPLICATE
TNS_3536_V,DUPLICATE
TNS_3537_V,DUPLICATE
TNS_3538_V,DUPLICATE
TNS_3539_V,DUPLICATE
TNS_3540_V,DUPLICATE
TNS_3541_V,DUPLICATE
TNS_3542_V,DUPLICATE
TNS_3543_V,DUPLICATE
TNS_3544_V,DUPLICATE
TNS_3545_V,DUPLICATE
TNS_3546_V,DUPLICATE
TNS_3547_V,DUPLICATE
TNS_3548_V,DUPLICATE
TNS_3549_V,DUPLICATE
TNS_3550_V,DUPLICATE
TNS_3551_V,DUPLICATE
TNS_3552_V,DUPLICATE
TNS_3553_V,DUPLICATE
TNS_3554_V,DUPLICATE
TNS_3555_I,DUPLICATE
TNS_3556_I,DUPLICATE
TNS_3557_I,DUPLICATE
TNS_3558_I,DUPLICATE
TNS_3559_I,DUPLICATE
TNS_3560_V,DUPLICATE
TNS_3561_V,DUPLICATE
TNS_3562_V,DUPLICATE
TNS_3563_V,DUPLICATE
TNS_3564_V,DUPLICATE
TNS_3565_V,DUPLICATE
TNS_3566_V,DUPLICATE
TNS_3567_V,DUPLICATE
TNS_3568_V,DUPLICATE
TNS_3569_V,DUPLICATE
TNS_3570_V,DUPLICATE
TNS_3571_V,DUPLICATE
TNS_3572_V,DUPLICATE
TNS_3573_V,DUPLICATE
TNS_3574_V,DUPLICATE
TNS_3575_V,DUPLICATE
TNS_3576_V,DUPLICATE
TNS_3577_V,DUPLICATE
TNS_3578_I,DUPLICATE
TNS_3579_I,DUPLICATE
TNS_3580_I,DUPLICATE
TNS_3581_I,DUPLICATE
TNS_3582_I,DUPLICATE
TNS_3583_I,DUPLICATE
TNS_3584_I,DUPLICATE
TNS_3585_I,DUPLICATE
TNS_3586_I,DUPLICATE
TNS_3587_I,DUPLICATE
TNS_3588_I,DUPLICATE
TNS_3589_I,DUPLICATE
TNS_3590_I,DUPLICATE
TNS_3591_I,DUPLICATE
TNS_3592_I,DUPLICATE
TNS_3593_I,DUPLICATE
TNS_3594_I,DUPLICATE
TNS_3595_I,DUPLICATE
TNS_3596_I,DUPLICATE
TNS_3597_I,DUPLICATE
TNS_3598_I,DUPLICATE
TNS_3599_I,DUPLICATE
TNS_3600_I,DUPLICATE
TNS_3601_I,DUPLICATE
TNS_3602_I,DUPLICATE
TNS_3603_I,DUPLICATE
TNS_3604_I,DUPLICATE
TNS_3605_I,DUPLICATE
TNS_3606_V,DUPLICATE
TNS_3607_V,DUPLICATE
TNS_3608_V,DUPLICATE
TNS_3609_V,DUPLICATE
TNS_3610_V,DUPLICATE
TNS_3611_V,DUPLICATE
TNS_3612_V,DUPLICATE
TNS_3613_V,DUPLICATE
TNS_3614_V,DUPLICATE
TNS_3615_V,DUPLICATE
TNS_3616_V,DUPLICATE
TNS_3617_V,DUPLICATE
TNS_3618_V,DUPLICATE
TNS_3619_V,DUPLICATE
TNS_3620_V,DUPLICATE
TNS_3621_V,DUPLICATE
TNS_3622_I,DUPLICATE
TNS_3623_I,DUPLICATE
TNS_3624_V,DUPLICATE
TNS_3625_V,DUPLICATE
TNS_3626_I,DUPLICATE
TNS_3627_I,DUPLICATE
TNS_3628_I,DUPLICATE
TNS_3629_I,DUPLICATE
TNS_3630_I,DUPLICATE
TNS_3631_I,DUPLICATE
TNS_3632_I,DUPLICATE
TNS_3633_I,DUPLICATE
TNS_3634_I,DUPLICATE
TNS_3635_I,DUPLICATE
TNS_3636_I,DUPLICATE
TNS_3637_I,DUPLICATE
TNS_3638_I,DUPLICATE
TNS_3639_I,DUPLICATE
TNS_3640_I,DUPLICATE
TNS_3641_I,DUPLICATE
TNS_3642_I,DUPLICATE
TNS_3643_I,DUPLICATE
TNS_3644_I,DUPLICATE
TNS_3645_I,DUPLICATE
TNS_3646_I,DUPLICATE
TNS_3647_I,DUPLICATE
TNS_3648_I,DUPLICATE
TNS_3649_I,DUPLICATE
TNS_3650_I,DUPLICATE
TNS_3651_I,DUPLICATE
TNS_3652_I,DUPLICATE
TNS_3653_I,DUPLICATE
TNS_3654_I,DUPLICATE
TNS_3655_I,DUPLICATE
TNS_3656_V,DUPLICATE
TNS_3657_V,DUPLICATE
TNS_3658_V,DUPLICATE
TNS_3659_V,DUPLICATE
TNS_3660_V,DUPLICATE
TNS_3661_V,DUPLICATE
TNS_3662_V,DUPLICATE
TNS_3663_V,DUPLICATE
TNS_3664_V,DUPLICATE
TNS_3665_V,DUPLICATE
TNS_3666_I,DUPLICATE
TNS_3667_I,DUPLICATE
TNS_3668_I,DUPLICATE
TNS_3669_I,DUPLICATE
TNS_3670_I,DUPLICATE
TNS_3671_I,DUPLICATE
TNS_3672_I,DUPLICATE
TNS_3673_I,DUPLICATE
TNS_3674_V,DUPLICATE
TNS_3675_V,DUPLICATE
TNS_3676_V,DUPLICATE
TNS_3677_V,DUPLICATE
TNS_3678_V,DUPLICATE
TNS_3679_V,DUPLICATE
TNS_3680_V,DUPLICATE
TNS_3681_V,DUPLICATE
TNS_3682_V,DUPLICATE
TNS_3683_V,DUPLICATE
TNS_3684_V,DUPLICATE
TNS_3685_V,DUPLICATE
TNS_3686_V,DUPLICATE
TNS_3687_V,DUPLICATE
TNS_3688_V,DUPLICATE
TNS_3689_V,DUPLICATE
TNS_3690_V,DUPLICATE
TNS_3691_V,DUPLICATE
TNS_3692_V,DUPLICATE
TNS_3693_V,DUPLICATE
TNS_3694_V,DUPLICATE
TNS_3695_V,DUPLICATE
TNS_3696_V,DUPLICATE
TNS_3697_V,DUPLICATE
TNS_3698_V,DUPLICATE
TNS_3699_I,DUPLICATE
TNS_3700_I,DUPLICATE
TNS_3701_I,DUPLICATE
TNS_3702_I,DUPLICATE
TNS_3703_I,DUPLICATE
TNS_3704_I,DUPLICATE
TNS_3705_I,DUPLICATE
TNS_3706_I,DUPLICATE
TNS_3707_I,DUPLICATE
TNS_3708_I,DUPLICATE
TNS_3709_I,DUPLICATE
TNS_3710_I,DUPLICATE
TNS_3711_I,DUPLICATE
TNS_3712_I,DUPLICATE
TNS_3713_I,DUPLICATE
TNS_3714_I,DUPLICATE
TNS_3715_I,DUPLICATE
TNS_3716_I,DUPLICATE
TNS_3717_I,DUPLICATE
TNS_3718_I,DUPLICATE
TNS_3719_I,DUPLICATE
TNS_3720_I,DUPLICATE
TNS_3721_I,DUPLICATE
TNS_3722_I,DUPLICATE
TNS_3723_I,DUPLICATE
TNS_3724_I,DUPLICATE
TNS_3725_I,DUPLICATE
TNS_3726_I,DUPLICATE
TNS_3727_I,DUPLICATE
TNS_3728_I,DUPLICATE
TNS_3729_I,DUPLICATE
TNS_3730_I,DUPLICATE
TNS_3731_I,DUPLICATE
TNS_3732_I,DUPLICATE
TNS_3733_I,DUPLICATE
TNS_3734_I,DUPLICATE
TNS_3735_I,DUPLICATE
TNS_3736_I,DUPLICATE
TNS_3737_I,DUPLICATE
TNS_3738_I,DUPLICATE
TNS_3739_I,DUPLICATE
TNS_3740_I,DUPLICATE
TNS_3741_I,DUPLICATE
TNS_3742_I,DUPLICATE
TNS_3743_I,DUPLICATE
TNS_3744_I,DUPLICATE
TNS_3745_I,DUPLICATE
TNS_3746_I,DUPLICATE
TNS_3747_I,DUPLICATE
TNS_3748_V,DUPLICATE
TNS_3749_V,DUPLICATE
TNS_3750_V,DUPLICATE
TNS_3751_V,DUPLICATE
TNS_3752_V,DUPLICATE
TNS_3753_V,DUPLICATE
TNS_3754_V,DUPLICATE
TNS_3755_V,DUPLICATE
TNS_3756_V,DUPLICATE
TNS_3757_V,DUPLICATE
TNS_3758_V,DUPLICATE
TNS_3759_V,DUPLICATE
TNS_3760_V,DUPLICATE
TNS_3761_V,DUPLICATE
TNS_3762_V,DUPLICATE
TNS_3763_V,DUPLICATE
TNS_3764_V,DUPLICATE
TNS_3765_V,DUPLICATE
TNS_3766_V,DUPLICATE
TNS_3767_V,DUPLICATE
TNS_3768_V,DUPLICATE
TNS_3769_I,DUPLICATE
TNS_3770_I,DUPLICATE
TNS_3771_I,DUPLICATE
TNS_3772_I,DUPLICATE
TNS_3773_I,DUPLICATE
TNS_3774_I,DUPLICATE
TNS_3775_V,DUPLICATE
TNS_3776_V,DUPLICATE
TNS_3777_V,DUPLICATE
TNS_3778_V,DUPLICATE
TNS_3779_V,DUPLICATE
TNS_3780_V,DUPLICATE
TNS_3781_V,DUPLICATE
TNS_3782_I,DUPLICATE
TNS_3783_I,DUPLICATE
TNS_3784_I,DUPLICATE
TNS_3785_I,DUPLICATE
TNS_3786_I,DUPLICATE
TNS_3787_I,DUPLICATE
TNS_3788_I,DUPLICATE
TNS_3789_I,DUPLICATE
TNS_3790_I,DUPLICATE
TNS_3791_I,DUPLICATE
TNS_3792_I,DUPLICATE
TNS_3793_V,DUPLICATE
TNS_3794_V,DUPLICATE
TNS_3795_V,DUPLICATE
TNS_3796_V,DUPLICATE
TNS_3797_I,DUPLICATE
TNS_3798_I,DUPLICATE
TNS_3799_V,DUPLICATE
TNS_3800_V,DUPLICATE
TNS_3801_I,DUPLICATE
TNS_3802_V,DUPLICATE
TNS_3803_I,DUPLICATE
TNS_3804_I,DUPLICATE
TNS_3805_I,DUPLICATE
TNS_3806_V,DUPLICATE
TNS_3807_V,DUPLICATE
TNS_3808_V,DUPLICATE
TNS_3809_V,DUPLICATE
TNS_3810_V,DUPLICATE
TNS_3811_V,DUPLICATE
TNS_3812_V,DUPLICATE
TNS_3813_I,DUPLICATE
TNS_3814_I,DUPLICATE
TNS_3815_V,DUPLICATE
TNS_3816_V,DUPLICATE
TNS_3817_V,DUPLICATE
TNS_3818_V,DUPLICATE
TNS_3819_V,DUPLICATE
TNS_3820_V,DUPLICATE
TNS_3821_V,DUPLICATE
TNS_3822_V,DUPLICATE
TNS_3823_V,DUPLICATE
TNS_3824_V,DUPLICATE
TNS_3825_V,DUPLICATE
TNS_3826_V,DUPLICATE
TNS_3827_V,DUPLICATE
TNS_3828_V,DUPLICATE
TNS_3829_I,DUPLICATE
TNS_3830_I,DUPLICATE
TNS_3831_I,DUPLICATE
TNS_3832_I,DUPLICATE
TNS_3833_I,DUPLICATE
TNS_3834_V,DUPLICATE
TNS_3835_V,DUPLICATE
TNS_3836_V,DUPLICATE
TNS_3837_I,DUPLICATE
TNS_3838_V,DUPLICATE
TNS_3839_V,DUPLICATE
TNS_3840_V,DUPLICATE
TNS_3841_V,DUPLICATE
TNS_3842_V,DUPLICATE
TNS_3843_V,DUPLICATE
TNS_3844_V,DUPLICATE
TNS_3845_V,DUPLICATE
TNS_3846_V,DUPLICATE
TNS_3847_V,DUPLICATE
TNS_3848_V,DUPLICATE
TNS_3849_V,DUPLICATE
TNS_3850_V,DUPLICATE
TNS_3851_V,DUPLICATE
TNS_3852_V,DUPLICATE
TNS_3853_V,DUPLICATE
TNS_3854_V,DUPLICATE
TNS_3855_V,DUPLICATE
TNS_3856_V,DUPLICATE
TNS_3857_V,DUPLICATE
TNS_3858_V,DUPLICATE
TNS_3859_V,DUPLICATE
TNS_3860_V,DUPLICATE
TNS_3861_V,DUPLICATE
TNS_3862_V,DUPLICATE
TNS_3863_V,DUPLICATE
TNS_3864_V,DUPLICATE
TNS_3865_V,DUPLICATE
TNS_3866_V,DUPLICATE
TNS_3867_V,DUPLICATE
TNS_3868_V,DUPLICATE
TNS_3869_V,DUPLICATE
TNS_3870_V,DUPLICATE
TNS_3871_V,DUPLICATE
TNS_3872_V,DUPLICATE
TNS_3873_V,DUPLICATE
TNS_3874_V,DUPLICATE
TNS_3875_V,DUPLICATE
TNS_3876_V,DUPLICATE
TNS_3877_V,DUPLICATE
TNS_3878_V,DUPLICATE
TNS_3879_V,DUPLICATE
TNS_3880_V,DUPLICATE
TNS_3881_V,DUPLICATE
TNS_3882_V,DUPLICATE
TNS_3883_V,DUPLICATE
TNS_3884_V,DUPLICATE
TNS_3885_V,DUPLICATE
TNS_3886_V,DUPLICATE
TNS_3887_V,DUPLICATE
TNS_3888_V,DUPLICATE
TNS_3889_V,DUPLICATE
TNS_3890_V,DUPLICATE
TNS_3891_V,DUPLICATE
TNS_3892_V,DUPLICATE
TNS_3893_V,DUPLICATE
TNS_3894_V,DUPLICATE
TNS_3895_V,DUPLICATE
TNS_3896_V,DUPLICATE
TNS_3897_V,DUPLICATE
TNS_3898_V,DUPLICATE
TNS_3899_V,DUPLICATE
TNS_3900_V,DUPLICATE
TNS_3901_V,DUPLICATE
TNS_3902_V,DUPLICATE
TNS_3903_V,DUPLICATE
TNS_3904_V,DUPLICATE
TNS_3905_V,DUPLICATE
TNS_3906_V,DUPLICATE
TNS_3907_V,DUPLICATE
TNS_3908_V,DUPLICATE
TNS_3909_V,DUPLICATE
TNS_3910_V,DUPLICATE
TNS_3911_V,DUPLICATE
TNS_3912_V,DUPLICATE
TNS_3913_V,DUPLICATE
TNS_3914_V,DUPLICATE
TNS_3915_V,DUPLICATE
TNS_3916_V,DUPLICATE
TNS_3917_V,DUPLICATE
TNS_3918_V,DUPLICATE
TNS_3919_V,DUPLICATE
TNS_3920_V,DUPLICATE
TNS_3921_V,DUPLICATE
TNS_3922_V,DUPLICATE
TNS_3923_V,DUPLICATE
TNS_3924_V,DUPLICATE
TNS_3925_V,DUPLICATE
TNS_3926_V,DUPLICATE
TNS_3927_V,DUPLICATE
TNS_3928_V,DUPLICATE
TNS_3929_V,DUPLICATE
TNS_3930_V,DUPLICATE
TNS_3931_V,DUPLICATE
TNS_3932_V,DUPLICATE
TNS_3933_V,DUPLICATE
TNS_3934_V,DUPLICATE
TNS_3935_V,DUPLICATE
TNS_3936_V,DUPLICATE
TNS_3937_V,DUPLICATE
TNS_3938_V,DUPLICATE
TNS_3939_V,DUPLICATE
TNS_3940_V,DUPLICATE
TNS_3941_V,DUPLICATE
TNS_3942_V,DUPLICATE
TNS_3943_V,DUPLICATE
TNS_3944_V,DUPLICATE
TNS_3945_V,DUPLICATE
TNS_3946_V,DUPLICATE
TNS_3947_V,DUPLICATE
TNS_3948_V,DUPLICATE
TNS_3949_V,DUPLICATE
TNS_3950_V,DUPLICATE
TNS_3951_V,DUPLICATE
TNS_3952_V,DUPLICATE
TNS_3953_V,DUPLICATE
TNS_3954_V,DUPLICATE
TNS_3955_V,DUPLICATE
TNS_3956_V,DUPLICATE
TNS_3957_V,DUPLICATE
TNS_3958_V,DUPLICATE
TNS_3959_V,DUPLICATE
TNS_3960_V,DUPLICATE
TNS_3961_V,DUPLICATE
TNS_3962_V,DUPLICATE
TNS_3963_V,DUPLICATE
TNS_3964_V,DUPLICATE
TNS_3965_V,DUPLICATE
TNS_3966_V,DUPLICATE
TNS_3967_V,DUPLICATE
TNS_3968_V,DUPLICATE
TNS_3969_V,DUPLICATE
TNS_3970_V,DUPLICATE
TNS_3971_V,DUPLICATE
TNS_3972_V,DUPLICATE
TNS_3973_V,DUPLICATE
TNS_3974_V,DUPLICATE
TNS_3975_V,DUPLICATE
TNS_3976_V,DUPLICATE
TNS_3977_V,DUPLICATE
TNS_3978_V,DUPLICATE
TNS_3979_V,DUPLICATE
TNS_3980_V,DUPLICATE
TNS_3981_V,DUPLICATE
TNS_3982_V,DUPLICATE
TNS_3983_V,DUPLICATE
TNS_3984_V,DUPLICATE
TNS_3985_V,DUPLICATE
TNS_3986_V,DUPLICATE
TNS_3987_I,DUPLICATE
TNS_3988_D,DUPLICATE
TNS_3989_I,DUPLICATE
TNS_3990_I,DUPLICATE
TNS_3991_I,DUPLICATE
TNS_3992_I,DUPLICATE
TNS_3993_I,DUPLICATE
TNS_3994_I,DUPLICATE
TNS_3995_I,DUPLICATE
TNS_3996_I,DUPLICATE
TNS_3997_I,DUPLICATE
TNS_3998_I,DUPLICATE
TNS_3999_I,DUPLICATE
TNS_4000_I,DUPLICATE
TNS_4001_I,DUPLICATE
TNS_4002_I,DUPLICATE
TNS_4003_I,DUPLICATE
TNS_4004_I,DUPLICATE
TNS_4005_I,DUPLICATE
TNS_4006_I,DUPLICATE
TNS_4007_I,DUPLICATE
TNS_4008_I,DUPLICATE
TNS_4009_I,DUPLICATE
TNS_4010_I,DUPLICATE
TNS_4011_I,DUPLICATE
TNS_4012_I,DUPLICATE
TNS_4013_I,DUPLICATE
TNS_4014_I,DUPLICATE
TNS_4015_I,DUPLICATE
TNS_4016_I,DUPLICATE
TNS_4017_I,DUPLICATE
TNS_4018_I,DUPLICATE
TNS_4019_I,DUPLICATE
TNS_4020_I,DUPLICATE
TNS_4021_I,DUPLICATE
TNS_4022_I,DUPLICATE
TNS_4023_I,DUPLICATE
TNS_4024_I,DUPLICATE
TNS_4025_I,DUPLICATE
TNS_4026_I,DUPLICATE
TNS_4027_I,DUPLICATE
TNS_4028_I,DUPLICATE
TNS_4029_I,DUPLICATE
TNS_4030_I,DUPLICATE
TNS_4031_I,DUPLICATE
TNS_4032_V,DUPLICATE
TNS_4033_V,DUPLICATE
